,id,xyz,bo
11343,MEJYOR,2,2
11344,QEKLAU,2,2
11345,PSRHCP,2,2
11346,EMAXOF,2,2
11347,WERQOC,2,2
11348,NANSUT,3,3
11349,YIPHAH,3,3
11350,CUMSUZ,3,3
11351,IBUKOF,2,2
11352,DASDAE,3,3
11353,WOLBAB,2,2
11354,DOGFIQ,1,1
11355,HORBEY,3,3
11356,COXFOK,1,1
11357,OFIMOH,2,2
11358,XONWAA,3,3
11359,XOWVAH,3,3
11360,JOHQOO,1,1
11361,QEWPUD,1,1
11362,ALILAI,1,1
11363,OJOLOP,3,3
11364,LAXJID,2,2
11365,BELGAB,3,3
11366,XUZZOH,1,1
11367,EKEVUN,1,1
11368,GOMXUB,3,3
11369,VUJHOZ,3,3
11370,DUPYET,3,3
11371,GATJES,3,3
11372,SUJCIL,3,3
11373,SASZOB,2,2
11374,YOPVAA,1,1
11375,MIVBEZ,2,2
11376,LAKPAP,2,2
11377,RUQMAS,2,2
11378,XELDIE,3,3
11379,HEBHEC,1,1
11380,CEDSAI,3,3
11381,TOVTUV,2,2
11382,VIDDUH,3,3
11383,KASYOV,3,3
11384,FAWQOJ,1,1
11385,PIWPOD,3,3
11386,VORTAX,2,2
11387,DOTROV,3,3
11388,FAPVIE,3,3
11389,BERVEA,1,1
11390,CEZLIF,3,3
11391,VOQFAK,2,2
11392,OHIRIG,2,2
11393,AMOJET,3,3
11394,LALNIV,3,3
11395,EKECOO,3,3
11396,XOCKOS,3,3
11397,WUBBEA,3,3
11398,XUTJIF,3,3
11399,UJEJEZ,1,1
11400,PIXTIZ,1,1
11401,WILBID,3,3
11402,WAZXAZ,3,3
11403,DUHKAT,3,3
11404,RIYYOP,3,3
11405,OBOHUK,3,3
11406,TULRIC,2,2
11407,ODEXEA,1,1
11408,TIGDAO,2,2
11409,KOYCIK,3,3
11410,HEWDUJ,1,1
11411,UKEQIK,2,2
11412,HIFFOR,3,3
11413,RERHUR,1,1
11414,MAHYUQ,3,3
11415,NARTUW,2,2
11416,IBOFEL,3,3
11417,GIBYEX,3,3
11418,DIVWUC,3,3
11419,PAWWEP,1,1
11420,OVODAF,2,2
11421,MIRQOT,3,3
11422,ICOGUD,2,2
11423,WENWET,2,2
11424,XIVMOF,3,3
11425,EMONEZ,2,2
11426,BESJEO,1,1
11427,HICQAO,3,3
11428,XOZWUE,3,3
11429,KALTID,3,3
11430,CAQVOG,3,3
11431,RODKON,3,3
11432,BOLMIA,2,2
11433,QUGBUR,2,2
11434,YUMTIK,2,2
11435,POWQOI,2,2
11436,AFOWUN,2,2
11437,JIXVIV,2,2
11438,GUHZEO,3,3
11439,QAGVEB,3,3
11440,SITVUN,3,3
11441,OBUVIR,1,1
11442,XEFNOO,3,3
11443,LEYRIQ,3,3
11444,ILUYUJ,3,3
11445,LENVUW,3,3
11446,MOPYIB,2,2
11447,LODZOV,3,3
11448,ELAPUD,1,1
11449,UMIVIW,2,2
11450,JUJHIF,3,3
11451,XUJFUE,2,2
11452,KAJNEQ,3,3
11453,KOHLUP,3,3
11454,NINJUP,2,2
11455,CISCUE,3,3
11456,QIGPEB,3,3
11457,LALTUO,2,2
11458,BELFII,3,3
11459,SUDBAU,2,2
11460,QUCGUR,3,3
11461,PABLUC,1,1
11462,HOJVOT,2,2
11463,ISITEL,3,3
11464,NONVOB,1,1
11465,NOMJAB,2,2
11466,PEGREY,1,1
11467,COLCEM,1,1
11468,HOTPIR,3,3
11469,NAYFEZ,2,2
11470,HIJQAT,1,1
11471,UHOMAG,3,3
11472,XAPXIY,3,3
11473,KAXNAY,1,1
11474,DAMVUI,3,3
11475,YATSEU,3,3
11476,BUTZUM,3,3
11477,PABWAQ,3,3
11478,PAVHUQ,1,1
11479,TAXSUI,2,2
11480,OHAYIH,3,3
11481,ILAJUB,2,2
11482,PIJKOI,3,3
11483,SAFRIB,2,2
11484,FEGRAN,2,2
11485,SUZXUG,3,3
11486,HEVJIC,2,2
11487,KISPIN,2,2
11488,QEKCER,3,3
11489,QUBXES,3,3
11490,QOSTOI,3,3
11491,CEBHEW,2,2
11492,KOZPAS,2,2
11493,VISXOL,3,3
11494,JEWGOI,2,2
11495,JOJHOH,3,3
11496,AQIFOX,2,2
11497,NOGXAJ,2,2
11498,ODCHRU,2,2
11499,WIYJOD,1,1
11500,WEKMUU,1,1
11501,YOCJEG,2,2
11502,KONXUI,3,3
11503,WEPQAM,3,3
11504,QAMXUA,3,3
11505,DOXRAJ,1,1
11506,EADJEY,1,1
11507,VUTFIB,2,2
11508,QIFXUY,2,2
11509,NAZJON,1,1
11510,FUZSIE,3,3
11511,TICRUT,3,3
11512,ZUXZIB,1,1
11513,WAHLUP,1,1
11514,GAMZIE,2,2
11515,JEFLEL,2,2
11516,UCAHUE,3,3
11517,ZENFUT,3,3
11518,ZUTKII,3,3
11519,HICHOQ,3,3
11520,XILGAB,3,3
11521,FAJCEZ,2,2
11522,BONREC,2,2
11523,FAVTAZ,1,1
11524,TASYAN,2,2
11525,RASBIW,1,1
11526,FICKIM,1,1
11527,KURJIR,3,3
11528,XOWGOH,3,3
11529,QOPSUL,2,2
11530,SEJYAJ,1,1
11531,XIYNOI,3,3
11532,KONZOE,2,2
11533,LUWYOR,1,1
11534,ZERDIJ,2,2
11535,MENZAH,3,3
11536,LUTKOA,2,2
11537,TIYVUT,2,2
11538,YIJJOR,3,3
11539,REQPOS,2,2
11540,CUZHIO,2,2
11541,WAGSEC,3,3
11542,XUQCOC,2,2
11543,YICHUR,2,2
11544,FAHLOS,2,2
11545,BAKGUQ,2,2
11546,JELGIR,2,2
11547,VUMBUA,1,1
11548,AWIHIZ,3,3
11549,HEDTES,3,3
11550,HIXQEK,3,3
11551,GOFVUS,2,2
11552,AJONAP,3,3
11553,PUGWOD,1,1
11554,YOCZAS,3,3
11555,KENQOM,3,3
11556,VUPMEY,1,1
11557,APICIN,2,2
11558,OBOBOY,3,3
11559,OCOBUE,3,3
11560,LAJKEP,2,2
11561,METYEQ,2,2
11562,NOLPOV,3,3
11563,FOTQUB,3,3
11564,FAVSEC,1,1
11565,HENMUJ,3,3
11566,EBOMIU,3,3
11567,SISZAX,1,1
11568,GOPVOY,3,3
11569,IFODIR,2,2
11570,MOFBER,3,3
11571,KUVVED,3,3
11572,GIFHUZ,2,2
11573,YOLBUY,2,2
11574,LAMWUR,2,2
11575,TUWSEL,3,3
11576,VURKEZ,1,1
11577,WIWCEK,1,1
11578,VUCBUS,3,3
11579,MAQPUQ,3,3
11580,VUKJES,1,1
11581,NOJMEE,2,2
11582,SEZXAX,3,3
11583,EJANUZ,3,3
11584,NUYYEL,3,3
11585,APRCOB,2,2
11586,ZIQJAM,2,2
11587,ETOHIF,2,2
11588,PECNIX,3,3
11589,FINYIL,3,3
11590,LIVTOC,3,3
11591,ICUVOR,3,3
11592,RAXVUH,3,3
11593,QOBFIZ,3,3
11594,DILFOU,3,3
11595,FAYLUP,2,2
11596,DIXWUF,2,2
11597,TEXRIX,2,2
11598,POJKEG,3,3
11599,WAHNOK,2,2
11600,POBCUG,2,2
11601,FACHUP,3,3
11602,VONKEQ,3,3
11603,XACREY,1,1
11604,ROKJUZ,3,3
11605,SEWZEZ,3,3
11606,FETMUP,2,2
11607,HOLBOZ,2,2
11608,GICBAX,2,2
11609,POYQOL,3,3
11610,RIWXEA,2,2
11611,QIQLOT,3,3
11612,JOFYOT,3,3
11613,RATPUY,2,2
11614,RIWVEY,2,2
11615,BUWZEZ,3,3
11616,POZMOG,2,2
11617,FOKQAX,3,3
11618,BIJLUC,1,1
11619,KEMDEL,3,3
11620,ZOMCIP,3,3
11621,XUMDAK,3,3
11622,VUJYOQ,1,1
11623,UPEBOI,3,3
11624,NATDOD,1,1
11625,PEQNAD,2,2
11626,VUYCEZ,2,2
11627,JAYMOO,2,2
11628,DOHMET,1,1
11629,PIQKEF,1,1
11630,SISJIO,3,3
11631,WULTAA,1,1
11632,CAWKIW,3,3
11633,JUCQIH,1,1
11634,PUBQAE,3,3
11635,IYEYIV,3,3
11636,KABZIY,2,2
11637,HOHNID,3,3
11638,ASOXEL,3,3
11639,SILMUX,2,2
11640,UHUYIG,3,3
11641,LIDMIV,3,3
11642,YOVTEJ,2,2
11643,PCAZRU,2,2
11644,MOLPIN,1,1
11645,GEFQOX,1,1
11646,TIRKOU,3,3
11647,FEHFOP,3,3
11648,FEQGOY,2,2
11649,ZEVVED,2,2
11650,LUQZAZ,2,2
11651,SATRAI,3,3
11652,EYIWUF,3,3
11653,HOQHOK,3,3
11654,MASMOK,2,2
11655,HICXEY,3,3
11656,RIYFAH,2,2
11657,VUFXIF,2,2
11658,BOTQOQ,3,3
11659,CIQKUI,3,3
11660,UBIGUK,3,3
11661,XOQSAZ,2,2
11662,IFASEN,2,2
11663,GIDLAI,3,3
11664,SIKZUK,2,2
11665,MEMXIL,3,3
11666,HEZPUZ,3,3
11667,QOBZUE,2,2
11668,BAWKIW,2,2
11669,EWUDAD,3,3
11670,KAZFAU,3,3
11671,EZAGES,2,2
11672,ISUZAY,1,1
11673,BICLUX,2,2
11674,KUHGOL,3,3
11675,ECIGUT,3,3
11676,WUJYOQ,3,3
11677,MURVIF,1,1
11678,RAPWAI,3,3
11679,DEKZIC,3,3
11680,SOWQIF,3,3
11681,NISKEG,3,3
11682,LATZOX,1,1
11683,SEBZOP,1,1
11684,YEWKER,3,3
11685,KEQCEO,2,2
11686,YEHNAA,3,3
11687,XIYGIW,3,3
11688,BOGBOP,1,1
11689,ZELLOT,3,3
11690,YOBGEB,2,2
11691,HAKMAK,2,2
11692,NIDCOV,3,3
11693,NEXFON,1,1
11694,FOZCEC,3,3
11695,VEPVIW,2,2
11696,ROSFUA,3,3
11697,XAXLEQ,2,2
11698,SOSTIF,3,3
11699,WIBCOA,3,3
11700,XOQTEC,3,3
11701,ZECVAE,1,1
11702,XESPOB,3,3
11703,HAHHAB,3,3
11704,BOHXAA,3,3
11705,NUGFAW,1,1
11706,NOPNOW,3,3
11707,FENROI,3,3
11708,YINFIL,3,3
11709,YOKWAZ,2,2
11710,IVOFIJ,3,3
11711,TULQUO,3,3
11712,NEYPUE,3,3
11713,RIPQAI,2,2
11714,BIBSEN,2,2
11715,HERHAN,2,2
11716,WAPWUF,3,3
11717,HISWIP,1,1
11718,CASPAO,2,2
11719,TEYFEK,3,3
11720,FIRBUG,3,3
11721,TARTAK,3,3
11722,UHILUT,1,1
11723,DUGPIE,1,1
11724,BOLMEU,2,2
11725,ATODEU,3,3
11726,UJEGUM,2,2
11727,XAXBIJ,3,3
11728,BUBJEO,3,3
11729,XINXAT,2,2
11730,AGAYOX,2,2
11731,PEWJEI,1,1
11732,OYANIM,3,3
11733,YEXVOM,3,3
11734,ORUDOV,3,3
11735,SEWTEU,3,3
11736,BEWFAN,3,3
11737,KIPLIE,1,1
11738,LALHIP,2,2
11739,BEXKOE,3,3
11740,JOFYAH,1,1
11741,YOQCEN,3,3
11742,MIMDAO,2,2
11743,YOWGAT,3,3
11744,IXIXUJ,3,3
11745,GOQYUG,3,3
11746,RUCLAD,2,2
11747,PORNOA,3,3
11748,KATHOC,2,2
11749,KUJVOB,3,3
11750,WICGIZ,3,3
11751,LUPBUU,3,3
11752,CARCEF,3,3
11753,MOWRUN,2,2
11754,UCOZES,2,2
11755,DOGRUP,2,2
11756,VIRKEN,3,3
11757,VERYAV,3,3
11758,BAPYUN,2,2
11759,PIKSUZ,2,2
11760,HIPLAV,2,2
11761,VOMKUF,2,2
11762,COKDOV,3,3
11763,SEZVAW,3,3
11764,XAHZEN,2,2
11765,OZOQOL,3,3
11766,MEGXUT,1,1
11767,HEPPIB,2,2
11768,YUBGAD,2,2
11769,QIJBIW,2,2
11770,BUJPIH,2,2
11771,MANWEE,1,1
11772,OCIJIT,1,1
11773,DALLUA,3,3
11774,GITDIY,3,3
11775,SODPUW,3,3
11776,SOLXEW,1,1
11777,VUBXUL,2,2
11778,KIRTAI,1,1
11779,BAMXIZ,3,3
11780,LIHNUM,3,3
11781,MUDCIZ,2,2
11782,WICBUG,3,3
11783,JOJDUK,3,3
11784,JAWMOJ,2,2
11785,VARCIB,3,3
11786,FACJAW,3,3
11787,WAZYEE,3,3
11788,WAMVIR,1,1
11789,RETZUM,3,3
11790,BOKDOV,2,2
11791,QEZQOB,1,1
11792,QIFZAI,3,3
11793,LOPYEV,2,2
11794,KIFWEB,3,3
11795,UHAJIX,3,3
11796,QOJNUY,3,3
11797,UMEWAK,2,2
11798,YEHGIC,3,3
11799,OFAXIC,3,3
11800,IPIRAB,3,3
11801,QELSOS,2,2
11802,AJIXUN,3,3
11803,JAWTAC,1,1
11804,OLEVIK,2,2
11805,TIWZOR,3,3
11806,HIMTEF,1,1
11807,XIYKIZ,3,3
11808,TIPXAR,2,2
11809,FENNIX,1,1
11810,UKONOY,3,3
11811,QICKUK,3,3
11812,UGIVAH,2,2
11813,ACEZAJ,3,3
11814,TUTMIF,2,2
11815,EJANOT,3,3
11816,EGITAP,2,2
11817,XOMQIA,2,2
11818,EBIRAL,2,2
11819,LEQDIX,2,2
11820,CLBUPD,3,3
11821,ZESWUR,3,3
11822,NARKOJ,2,2
11823,EFIMUE,3,3
11824,FOCRUL,3,3
11825,EMAROZ,2,2
11826,AROJUM,2,2
11827,UBOCET,3,3
11828,NUZYAI,3,3
11829,HENMOD,3,3
11830,WAYGEL,1,1
11831,NUGDOI,1,1
11832,GAJQAL,1,1
11833,ROKJOT,3,3
11834,YEJCEV,2,2
11835,HUXVUT,2,2
11836,KUVJOA,3,3
11837,WUWQOU,2,2
11838,JOFYUZ,3,3
11839,UCIBEP,1,1
11840,YEYNOG,3,3
11841,QEFDEK,3,3
11842,CIYQOT,3,3
11843,EMOLEX,1,1
11844,CIZCOG,3,3
11845,WUTZAO,3,3
11846,FOHTUT,2,2
11847,JUVCEK,3,3
11848,SAVFIH,3,3
11849,FONRIJ,2,2
11850,INOYEQ,3,3
11851,ALENOW,3,3
11852,ILAZIG,3,3
11853,CIMLAO,3,3
11854,HUXCOU,3,3
11855,HOPNEF,1,1
11856,ZACGOZ,3,3
11857,XOGCII,2,2
11858,SOCGAV,2,2
11859,CAFLAW,2,2
11860,NOKKAC,2,2
11861,KURFEK,2,2
11862,TURNIE,3,3
11863,UMIFUR,2,2
11864,JOJJOJ,3,3
11865,ODIHUG,3,3
11866,GOYVUL,3,3
11867,LENQIH,3,3
11868,NIRXUK,3,3
11869,ZIKBOK,2,2
11870,SEBHEM,2,2
11871,QEWVAP,2,2
11872,YUXHEG,3,3
11873,TOQBEH,3,3
11874,VIFJOL,3,3
11875,GEKZUU,3,3
11876,QEQREJ,3,3
11877,COQLOL,2,2
11878,QIPDEA,3,3
11879,SATGOM,3,3
11880,QOBTOS,3,3
11881,KAYTUC,2,2
11882,IDAREK,2,2
11883,VERBAV,3,3
11884,OYAKAB,3,3
11885,YOXHAV,1,1
11886,EREFIR,2,2
11887,YAFJUM,2,2
11888,XEVTAV,3,3
11889,KARYEJ,2,2
11890,YEBYIQ,3,3
11891,DIRKAS,1,1
11892,OVETAL,3,3
11893,IZINUB,3,3
11894,LIQXAL,2,2
11895,RATNEG,1,1
11896,HINHIY,2,2
11897,MAHSUM,2,2
11898,YOVHAS,2,2
11899,PASPEE,2,2
11900,CEQYEC,3,3
11901,WURBUI,2,2
11902,DUGNUO,1,1
11903,OGOFOG,2,2
11904,JIMMAT,2,2
11905,KURXOL,3,3
11906,LAXPOS,3,3
11907,QAVVEO,2,2
11908,AJIHEH,3,3
11909,GOFTUQ,2,2
11910,UHECIU,3,3
11911,OHIJUK,2,2
11912,QUWTOT,3,3
11913,HEXXOX,2,2
11914,XECHUK,3,3
11915,HUQMAJ,1,1
11916,LAXGOI,2,2
11917,AXOJEC,3,3
11918,QEWFED,3,3
11919,QIWZOO,2,2
11920,NIVXIA,1,1
11921,WIKQEP,3,3
11922,DIXYAL,2,2
11923,OREYIU,3,3
11924,NAXLUT,2,2
11925,LICDUX,2,2
11926,BAXCOS,1,1
11927,CPIFEF,2,2
11928,GEQKOC,2,2
11929,SONBAZ,3,3
11930,ROBCER,3,3
11931,QARDEU,3,3
11932,BILHEK,2,2
11933,XIWYUX,2,2
11934,PEXKIP,3,3
11935,HENJIU,3,3
11936,CEJNAJ,2,2
11937,DEPTUN,1,1
11938,VOBVIT,3,3
11939,ZIQQOF,2,2
11940,NONJEG,2,2
11941,GUPZEY,2,2
11942,DULSAE,2,2
11943,HISLIG,3,3
11944,JEXHAW,3,3
11945,AMIJOV,2,2
11946,VOHMAI,2,2
11947,COFDEJ,3,3
11948,ZIZGIB,3,3
11949,WAKGAS,1,1
11950,CAMTIW,3,3
11951,MASFIW,2,2
11952,GUGBIT,3,3
11953,IHEKOW,3,3
11954,YACYOQ,2,2
11955,PIVLUD,2,2
11956,ADOCAA,2,2
11957,MEFWUS,1,1
11958,RONBAZ,2,2
11959,ITAYAE,1,1
11960,PEWZUO,3,3
11961,GEKFEI,2,2
11962,VINPAC,3,3
11963,IWAZUB,2,2
11964,VOLHAI,1,1
11965,NAVGEW,2,2
11966,XITYIL,3,3
11967,IBEWOE,2,2
11968,ILUYOD,3,3
11969,WULFIT,3,3
11970,BZPENI,3,3
11971,QIGKIA,2,2
11972,SUFFAC,2,2
11973,SEWSUI,2,2
11974,PIFVAD,2,2
11975,LIGMAP,2,2
11976,WUZDIE,1,1
11977,KITRIR,3,3
11978,DOXNIP,3,3
11979,PICNEU,1,1
11980,MAFFAB,2,2
11981,HEHGIN,3,3
11982,YUWNUA,3,3
11983,CAHREI,3,3
11984,BUWSUI,3,3
11985,ZEXMIB,1,1
11986,LUDQOS,3,3
11987,BAPLUA,3,3
11988,ZOLGUE,3,3
11989,FADSUY,1,1
11990,TASREM,1,1
11991,BUWDUS,3,3
11992,RIZVAY,2,2
11993,NIFWIK,1,1
11994,TANJUO,2,2
11995,LUHWOB,3,3
11996,LEGFEJ,3,3
11997,BIMYUR,2,2
11998,MUVCUC,1,1
11999,ZISPEW,2,2
12000,QIQPIR,3,3
12001,ZUJTUT,2,2
12002,DEFCAU,2,2
12003,BEXPAY,3,3
12004,ASOZEN,3,3
12005,FELVOH,2,2
12006,YADPIF,3,3
12007,DESSAW,2,2
12008,DOYQUE,1,1
12009,CAPNOZ,3,3
12010,XAQRUC,1,1
12011,WUQLIE,3,3
12012,VUFJOX,2,2
12013,AXUGAB,3,3
12014,JETYOW,3,3
12015,WISJEQ,3,3
12016,VEYSOH,3,3
12017,ZOLLET,3,3
12018,UFUQUK,2,2
12019,LOCVOR,3,3
12020,GESVUY,2,2
12021,CAGVAH,2,2
12022,MUGTOZ,2,2
12023,PEKSUT,3,3
12024,WITCOR,3,3
12025,TEWSEV,3,3
12026,KOGHET,3,3
12027,MUVQID,2,2
12028,SOTQOK,2,2
12029,SOWCOX,1,1
12030,PIQPIR,3,3
12031,DOKSII,2,2
12032,VOGLUA,3,3
12033,RULJEP,1,1
12034,EJEKAH,2,2
12035,DOPZEO,3,3
12036,BIPFAI,3,3
12037,LINZOZ,2,2
12038,NEFBIJ,3,3
12039,YECSOR,1,1
12040,HOXDAA,3,3
12041,QOYZIP,3,3
12042,XULRAY,3,3
12043,FEZVUB,1,1
12044,ICOKUI,3,3
12045,NIVVIY,2,2
12046,BIFDAX,2,2
12047,GUTXOK,2,2
12048,KOCFUE,1,1
12049,MIKRAC,1,1
12050,OWOFUD,3,3
12051,FUGRAC,1,1
12052,IKUBEX,2,2
12053,MOTWOI,3,3
12054,QOCNOL,3,3
12055,KULGIH,3,3
12056,SOSHAK,3,3
12057,LIWKIO,2,2
12058,ETAZAA,2,2
12059,BUGYEJ,1,1
12060,ZUTNAF,3,3
12061,JIQTEL,1,1
12062,PACXAV,3,3
12063,UWOYOW,2,2
12064,NARKAV,2,2
12065,MEXJIL,2,2
12066,WURLUQ,1,1
12067,OSOPIX,2,2
12068,LENZUZ,2,2
12069,XUHWAY,2,2
12070,MEMZIN,2,2
12071,VULXOP,2,2
12072,FELQIY,3,3
12073,IFAFEA,3,3
12074,XAJGIY,3,3
12075,ITELIE,3,3
12076,PETFUS,1,1
12077,QAJTUR,2,2
12078,QETTIT,2,2
12079,IDUVIM,3,3
12080,BUQBIZ,3,3
12081,VURGEW,3,3
12082,HAMBON,2,2
12083,HOBPEU,2,2
12084,ZAQYOI,2,2
12085,HAKHEG,3,3
12086,PAXQOX,3,3
12087,CAMSAM,3,3
12088,UCUKEK,2,2
12089,HEZPOT,3,3
12090,TARHIF,3,3
12091,SUHDUV,3,3
12092,DURROY,3,3
12093,TEWZOK,3,3
12094,ZUGTIE,2,2
12095,KAVYUC,3,3
12096,NIHNEX,3,3
12097,BAWGEN,1,1
12098,IZUKAQ,2,2
12099,TEGYUB,3,3
12100,ETOSIQ,2,2
12101,NINCIW,2,2
12102,ZIRCAI,3,3
12103,JEXHOK,3,3
12104,EZONUE,3,3
12105,LEPYOV,3,3
12106,JAWMUS,2,2
12107,LIJVEG,3,3
12108,RAJVEE,3,3
12109,JEMVAZ,2,2
12110,TAKNOI,1,1
12111,SOJNEL,3,3
12112,KASSAA,2,2
12113,MUNDIJ,1,1
12114,ACOFAZ,2,2
12115,JIRVAK,3,3
12116,SIWSAU,2,2
12117,ZELLUZ,3,3
12118,IBUZUC,3,3
12119,NEVDOI,2,2
12120,BOFCOO,3,3
12121,HAHQUE,3,3
12122,WIRPIZ,2,2
12123,LUQQIZ,3,3
12124,ZERFEK,2,2
12125,AGOBAA,3,3
12126,BAJMIK,3,3
12127,JEYRAH,2,2
12128,BOSQUV,2,2
12129,VEBZAF,2,2
12130,CEPDAE,3,3
12131,NORHUZ,3,3
12132,RAMFAO,3,3
12133,ROJRUG,2,2
12134,XOKREV,3,3
12135,NAVNAA,3,3
12136,DUXWOK,2,2
12137,ERACEF,3,3
12138,JIPGAR,3,3
12139,CERYUT,2,2
12140,RECBAF,2,2
12141,DIZJUR,1,1
12142,BUKCUG,2,2
12143,HOBNOE,2,2
12144,PEWFIG,1,1
12145,CATBEG,3,3
12146,JITKIG,2,2
12147,DAFPAC,2,2
12148,BOJGUE,3,3
12149,BOSFUL,2,2
12150,NEQZEP,3,3
12151,PIYZAA,2,2
12152,ROKDOL,3,3
12153,NATDUJ,1,1
12154,DIFHIL,3,3
12155,LEXSEM,1,1
12156,VALGOF,2,2
12157,SITZUT,3,3
12158,ALOGUF,3,3
12159,NEPPOP,3,3
12160,PARSIL,3,3
12161,LASHIX,2,2
12162,YUYNUD,1,1
12163,DURPUB,2,2
12164,EPUMAE,2,2
12165,SIKZOE,2,2
12166,ZIDFEA,2,2
12167,VADDOW,3,3
12168,KISYUI,2,2
12169,VABYED,3,3
12170,BIHCED,2,2
12171,HOFKOE,3,3
12172,TAYKUC,2,2
12173,XUCXIC,1,1
12174,TAZYUP,3,3
12175,LAXGAU,3,3
12176,NOZKUK,2,2
12177,BUJRIJ,2,2
12178,GOGBAF,2,2
12179,AYOHIG,2,2
12180,QIZDUZ,1,1
12181,MIJVEG,2,2
12182,ZODFIH,1,1
12183,HOQXUI,2,2
12184,TUXBIY,2,2
12185,TALKUM,2,2
12186,SUFCUR,2,2
12187,QORLIS,3,3
12188,CAWKUI,1,1
12189,ZERHOW,2,2
12190,MORZEA,2,2
12191,AROTUY,2,2
12192,FEDPUC,3,3
12193,KALXON,2,2
12194,EDOXIG,2,2
12195,HEGZEA,3,3
12196,OTUQAX,3,3
12197,XOSYIO,2,2
12198,KAKVAT,3,3
12199,HEHRUH,3,3
12200,PARJAU,3,3
12201,IHUDIZ,2,2
12202,EYEQII,2,2
12203,JODCOV,2,2
12204,MIKLOK,3,3
12205,SAKLOI,1,1
12206,YUKYUY,1,1
12207,ZOQQOL,2,2
12208,NUZYIR,2,2
12209,DUJPIJ,1,1
12210,YIYLEX,2,2
12211,KEFWAT,2,2
12212,RAMVAC,1,1
12213,BABWAC,2,2
12214,GIRLEB,2,2
12215,LAYSEJ,1,1
12216,MEXDAX,3,3
12217,QIYMET,3,3
12218,VIQLAJ,2,2
12219,BAWKUI,2,2
12220,XOLKOY,2,2
12221,HEDXAQ,3,3
12222,NAWSOT,2,2
12223,BIHTAQ,3,3
12224,EREHOZ,3,3
12225,HEDVOB,2,2
12226,MAHFEH,2,2
12227,TIWJUG,1,1
12228,YOPBAI,2,2
12229,YILRIV,3,3
12230,JAHMIR,3,3
12231,AKONIY,3,3
12232,HIRHEX,2,2
12233,BISHUI,1,1
12234,WILFOP,2,2
12235,CAFKOJ,2,2
12236,QUGRAL,3,3
12237,PBIUCU,3,3
12238,NEKWIJ,3,3
12239,WACDIN,3,3
12240,ROGGUP,3,3
12241,CIZHUR,3,3
12242,OHALAK,3,3
12243,MATFAR,3,3
12244,FAYGUK,3,3
12245,UZELOB,3,3
12246,NEXJEG,3,3
12247,TAVMOV,2,2
12248,MIVJUY,3,3
12249,YATXEY,3,3
12250,MAFXOJ,1,1
12251,XOYKIG,1,1
12252,BOVGUP,3,3
12253,GARDIN,3,3
12254,PUDLUW,3,3
12255,JUSLEO,3,3
12256,XANLAZ,3,3
12257,ILEXEE,2,2
12258,YOJXIF,1,1
12259,REYFEI,2,2
12260,NAWTIR,2,2
12261,NIDXEE,2,2
12262,MIBBAC,3,3
12263,WAVDOP,3,3
12264,JIPPEG,2,2
12265,PEBTUN,3,3
12266,VEVPIW,3,3
12267,REXKIO,3,3
12268,BAYWEG,2,2
12269,WUJRAV,3,3
12270,MUXDUG,2,2
12271,YATVIB,2,2
12272,ICOGEN,2,2
12273,WECGOD,3,3
12274,SOYZEL,3,3
12275,QOKMIM,2,2
12276,ZETBEI,3,3
12277,BESJUE,1,1
12278,NUFPEJ,3,3
12279,ARAXAT,3,3
12280,NOZLUJ,3,3
12281,DATPAS,2,2
12282,CEJNIQ,3,3
12283,AXAZII,1,1
12284,HECTUG,3,3
12285,WIDGUM,2,2
12286,XAXBUT,1,1
12287,TAXZOI,2,2
12288,TUQGUH,2,2
12289,NAZFID,2,2
12290,BUTJAD,2,2
12291,VEKFUN,3,3
12292,YAKFUO,3,3
12293,JUDMEC,3,3
12294,FEKDUV,3,3
12295,XIRMAN,2,2
12296,FEXRIJ,2,2
12297,IFIRAR,3,3
12298,CAHRAF,3,3
12299,DULVUC,3,3
12300,TAPWAK,3,3
12301,WAVMEM,3,3
12302,MOBBIR,3,3
12303,TAGZUX,2,2
12304,ZUJHAP,3,3
12305,LODVIK,2,2
12306,MANNUM,2,2
12307,FIFCUV,2,2
12308,LAVPEE,3,3
12309,ZEQJIO,3,3
12310,NEMDOB,1,1
12311,GIBDOM,2,2
12312,ZOQFOA,3,3
12313,XIZWOV,3,3
12314,CEPCAD,3,3
12315,PAHWOK,2,2
12316,ZEPPES,3,3
12317,EFAPUW,3,3
12318,GUTQAN,2,2
12319,GAPROF,3,3
12320,DUFVIL,1,1
12321,FORNUW,3,3
12322,BITZIP,2,2
12323,LIHWEE,2,2
12324,LOQQIS,2,2
12325,WUPHIY,3,3
12326,WIBQOO,3,3
12327,ULUVED,2,2
12328,ORUVOO,2,2
12329,PAZNEJ,2,2
12330,FUPTAN,2,2
12331,QARTIM,2,2
12332,YICFIC,3,3
12333,DNMENC,2,2
12334,ENUYET,2,2
12335,NALVUR,1,1
12336,WAYWIC,3,3
12337,IXEPEI,3,3
12338,DEFJOP,3,3
12339,HOVMOV,3,3
12340,KUDMEC,2,2
12341,VIHVUF,3,3
12342,GEKDUV,2,2
12343,AVIQOM,2,2
12344,FEHSIX,2,2
12345,TOQKEQ,3,3
12346,XUCMUE,3,3
12347,WOSJIX,3,3
12348,NIFNAR,2,2
12349,QARCIW,3,3
12350,QOYDEP,2,2
12351,SINLOT,3,3
12352,POHVAK,2,2
12353,ASEVIF,2,2
