,id,xyz,bo
13644,IYEVOY,3,3
13645,JIKTIK,1,1
13646,FEYKIG,3,3
13647,VIMHOP,2,2
13648,QEHKUL,3,3
13649,RURXIM,2,2
13650,HIXNIL,1,1
13651,TOYREG,3,3
13652,UPOMUI,2,2
13653,XEJPEH,2,2
13654,FALFEH,1,1
13655,IDAVEO,1,1
13656,IMALOX,3,3
13657,COGJOY,3,3
13658,VARNUA,2,2
13659,HICGEJ,1,1
13660,DOLWEG,3,3
13661,JUFQEG,2,2
13662,IZUHIX,1,1
13663,MISDID,3,3
13664,FORQIM,2,2
13665,AMODEL,3,3
13666,LEBDIG,3,3
13667,LAQZAH,2,2
13668,WELWEQ,3,3
13669,TAYSIX,2,2
13670,ARIMUJ,2,2
13671,PEBREU,3,3
13672,JIKDOW,1,1
13673,WICFAQ,2,2
13674,TURJIA,3,3
13675,XEVYIG,3,3
13676,TEQFUU,1,1
13677,NIRKUU,1,1
13678,IGUVUC,2,2
13679,DAZTII,2,2
13680,IMIXOS,3,3
13681,BIDQOY,1,1
13682,LICBOP,3,3
13683,JEVWUD,3,3
13684,PUNFOT,1,1
13685,WUCQOC,2,2
13686,JAHWIB,3,3
13687,EGEHIJ,2,2
13688,SOGVEQ,3,3
13689,UDOPOS,3,3
13690,ZAGXEN,2,2
13691,SUBKUX,2,2
13692,QIJMOO,3,3
13693,IXAFOD,2,2
13694,HULTOY,1,1
13695,OGITUV,3,3
13696,PACLIR,3,3
13697,CAQPOA,3,3
13698,QANWAF,1,1
13699,UCIFET,3,3
13700,RIXSID,3,3
13701,CAWZEH,3,3
13702,UFAHUH,2,2
13703,PIQZIY,2,2
13704,HOBJAJ,3,3
13705,BABZAI,1,1
13706,TUFNIS,2,2
13707,DUKPEF,1,1
13708,PEHKUL,2,2
13709,MOPVAQ,1,1
13710,QURTUV,1,1
13711,XODLEH,2,2
13712,HIKJIW,3,3
13713,LECGIM,2,2
13714,TELGIA,1,1
13715,JAJXAT,3,3
13716,MEMPIE,3,3
13717,LEMBUB,2,2
13718,RAFJAK,2,2
13719,ZIZFUL,3,3
13720,SURQAX,1,1
13721,AVOHOI,3,3
13722,DIFKAE,3,3
13723,TUFGAF,1,1
13724,QINHOO,1,1
13725,BEKPOZ,1,1
13726,SIHLAY,2,2
13727,JOQYIX,2,2
13728,WOJTUK,2,2
13729,TAPDIY,2,2
13730,BINCOQ,3,3
13731,VOHYEY,1,1
13732,EGUGET,3,3
13733,KOBJIY,1,1
13734,XODPUC,3,3
13735,OHOHIF,1,1
13736,PUQJAM,2,2
13737,ESEWIK,3,3
13738,LOGYOY,2,2
13739,KEHJEO,2,2
13740,XALGAS,2,2
13741,ILAWAV,2,2
13742,MUZZOX,3,3
13743,NABPEL,2,2
13744,OVOKIU,1,1
13745,NAGHOV,1,1
13746,QIJSEH,1,1
13747,USOWOP,3,3
13748,OPUFIQ,3,3
13749,QOPGIM,3,3
13750,HADVEN,3,3
13751,SUGMUE,1,1
13752,DUHKOH,3,3
13753,MACZEW,2,2
13754,XAFKIC,1,1
13755,MURGEN,2,2
13756,KAJFIL,3,3
13757,MASROO,1,1
13758,COXVET,1,1
13759,GOVMEL,3,3
13760,TULKIV,2,2
13761,RAFQUN,3,3
13762,GACLOM,3,3
13763,ATIVII,2,2
13764,HEFTEV,1,1
13765,UNEYIX,3,3
13766,VUFPIX,2,2
13767,BAXYEG,3,3
13768,IVEKIF,3,3
13769,TIFRUX,3,3
13770,MERLAW,3,3
13771,QUGQOB,1,1
13772,VOBKEF,2,2
13773,KIMGOC,3,3
13774,MUVBEN,1,1
13775,FIRJUN,3,3
13776,LIBCUV,3,3
13777,RABCUT,3,3
13778,SIMJAD,1,1
13779,RUNFEO,1,1
13780,UMAJEA,1,1
13781,HOMRUW,2,2
13782,WUJXEE,3,3
13783,LOYZUU,1,1
13784,NICBEK,1,1
13785,FATCAE,2,2
13786,ESORIN,1,1
13787,NEDNIU,3,3
13788,FEWYUE,3,3
13789,RUQZOU,2,2
13790,PIMMOQ,2,2
13791,BADPIH,3,3
13792,JUPXUP,1,1
13793,TIRSIW,1,1
13794,GARYOO,2,2
13795,VAWSAN,1,1
13796,NOKVOY,3,3
13797,DUSRER,1,1
13798,IYAQUU,1,1
13799,EQOQEJ,1,1
13800,IHEZUR,2,2
13801,KETCIW,2,2
13802,EHUJEW,3,3
13803,XUWSUG,1,1
13804,QOCTIL,1,1
13805,KOBTAA,1,1
13806,QIZREZ,1,1
13807,CNPLPT,3,3
13808,PENMIE,1,1
13809,FUMZET,2,2
13810,SUYYOD,1,1
13811,PUCZAQ,2,2
13812,IKENAO,1,1
13813,FABZUF,3,3
13814,EDIXEU,2,2
13815,WEGVAG,3,3
13816,EDAPUU,2,2
13817,KURLIT,3,3
13818,HEFSAO,1,1
13819,YIFSAL,1,1
13820,AMEJUX,3,3
13821,URICUU,2,2
13822,AYAGUC,2,2
13823,NINPEJ,1,1
13824,KOMNOP,3,3
13825,CASTUN,3,3
13826,JEGPIV,2,2
13827,NOJLAZ,3,3
13828,JODWAB,2,2
13829,TEWNEP,2,2
13830,TITGIN,3,3
13831,FAXBEM,3,3
13832,MOPHII,3,3
13833,LECYAU,3,3
13834,DARYEC,1,1
13835,CAYJAN,3,3
13836,DAQKEP,1,1
13837,HAVVAF,1,1
13838,IPAYAZ,3,3
13839,CIGZAT,1,1
13840,XIRYOM,1,1
13841,DIGSUJ,2,2
13842,NAKWAY,2,2
13843,VONSOG,2,2
13844,BAXWIK,1,1
13845,NAMSEC,2,2
13846,PIQJOR,2,2
13847,AJILEL,3,3
13848,XEMWAO,3,3
13849,EHITIB,1,1
13850,JITHAY,3,3
13851,OXEVIY,3,3
13852,HIKMOF,2,2
13853,KAMCUX,2,2
13854,JIXYAR,1,1
13855,FIQJIZ,3,3
13856,DOBYEZ,1,1
13857,LEYSAM,2,2
13858,EXOBIC,3,3
13859,UXIFUE,3,3
13860,LIFDAF,2,2
13861,GUTLIS,2,2
13862,WUQZUF,1,1
13863,HILDIQ,3,3
13864,KARJIW,3,3
13865,UZIKUM,1,1
13866,BIMHOW,2,2
13867,SAMNUT,1,1
13868,QIXDOQ,2,2
13869,KASGEQ,2,2
13870,UHUMUF,2,2
13871,AYABEJ,2,2
13872,YOYVAM,1,1
13873,XAYWOM,2,2
13874,YEDYAL,1,1
13875,YILCUT,3,3
13876,DAPHIN,3,3
13877,RITRAO,3,3
13878,SEVMUE,2,2
13879,WELGON,1,1
13880,BAWZIK,1,1
13881,CAYMIC,1,1
13882,FUGVAG,1,1
13883,SAKVAE,1,1
13884,ZELJOR,3,3
13885,BAPZIB,3,3
13886,IXOJUB,2,2
13887,XAKGOF,3,3
13888,GIYBUN,2,2
13889,WOCXOD,3,3
13890,DOQSIM,3,3
13891,LUGYET,2,2
13892,RASJII,1,1
13893,YOZMIK,3,3
13894,YECWOV,2,2
13895,GUXMOD,3,3
13896,RUSRON,2,2
13897,HEFSOD,3,3
13898,NALNAR,3,3
13899,BEVMOF,3,3
13900,WOGZIB,1,1
13901,LERBAO,2,2
13902,NIBXEC,3,3
13903,DOKWIM,2,2
13904,MIDBAE,3,3
13905,IRINAA,3,3
13906,VEZGUD,2,2
13907,QOHLOP,3,3
13908,FIQMAW,3,3
13909,JARSEA,3,3
13910,QABFOQ,3,3
13911,LIXKOU,3,3
13912,APIBAE,2,2
13913,DIBYOC,2,2
13914,QIQDOJ,3,3
13915,VAWSOE,3,3
13916,ROJMAF,1,1
13917,NIWFIM,1,1
13918,KEHZOP,2,2
13919,WIVVOO,3,3
13920,GIVTOW,3,3
13921,XOBJUU,2,2
13922,AKIKUB,3,3
13923,IBAXOY,2,2
13924,QICSIG,1,1
13925,XOVBAO,1,1
13926,IMEGOW,3,3
13927,FAJRIR,3,3
13928,SINVAO,3,3
13929,APIYUW,1,1
13930,PUFLIL,2,2
13931,CIBKOO,1,1
13932,ASAPIT,3,3
13933,RUVDIX,3,3
13934,LOWXAW,1,1
13935,COVQOT,2,2
13936,GAMKEM,3,3
13937,QESPIN,3,3
13938,SAPFAU,1,1
13939,BECCET,3,3
13940,YESXAW,2,2
13941,ZESHOX,2,2
13942,AMIPIV,2,2
13943,EFOXEF,3,3
13944,WEZGUD,1,1
13945,HOKSAD,3,3
13946,ASISIE,1,1
13947,FOPWEM,2,2
13948,VOGZIB,2,2
13949,GEVTUW,2,2
13950,SAWHOO,3,3
13951,XAXTOG,2,2
13952,DEPLIU,3,3
13953,AKEFEB,3,3
13954,GAYQOO,2,2
13955,YIYQOM,2,2
13956,YEHDUO,1,1
13957,FUTKOU,3,3
13958,JIXLUX,3,3
13959,QIZBOR,1,1
13960,XOKFAF,2,2
13961,AGEMOS,1,1
13962,KOHHAQ,3,3
13963,YEJNAD,3,3
13964,DUWNEP,2,2
13965,VECCIP,2,2
13966,ISATUR,3,3
13967,VIMDUS,1,1
13968,SORCUZ,3,3
13969,IMUHAA,3,3
13970,DAFJIH,1,1
13971,MEFQAP,1,1
13972,TAHFEN,2,2
13973,YIXROP,1,1
13974,LELTAB,1,1
13975,VASTUI,1,1
13976,MAWPEJ,1,1
13977,BOHWIE,3,3
13978,TBPPPT,2,2
13979,XITJEQ,2,2
13980,LOHCOC,1,1
13981,BOJHEP,3,3
13982,PEVDUT,1,1
13983,JASWAE,3,3
13984,GIXSIT,1,1
13985,SUQMAS,2,2
13986,MEJYOR,2,2
13987,QEKLAU,2,2
13988,PSRHCP,2,2
13989,EMAXOF,2,2
13990,UKIYEV,1,1
13991,WERQOC,2,2
13992,NANSUT,3,3
13993,YIPHAH,3,3
13994,CUMSUZ,3,3
13995,IBUKOF,2,2
13996,DASDAE,3,3
13997,WOLBAB,2,2
13998,DOGFIQ,1,1
13999,HORBEY,3,3
14000,COXFOK,1,1
14001,OFIMOH,2,2
14002,XONWAA,3,3
14003,XOWVAH,3,3
14004,JOHQOO,1,1
14005,QEWPUD,1,1
14006,ALILAI,1,1
14007,IDOSUT,1,1
14008,BEKYID,1,1
14009,NIGWOT,1,1
14010,OJOLOP,3,3
14011,LAXJID,2,2
14012,WEBNEA,1,1
14013,EHIDAB,1,1
14014,BELGAB,3,3
14015,XUZZOH,1,1
14016,EKEVUN,1,1
14017,HAGTOB,2,2
14018,OZITOI,1,1
14019,HOWMOY,1,1
14020,GOMXUB,3,3
14021,FOTKIL,1,1
14022,VUJHOZ,3,3
14023,DUPYET,3,3
14024,GATJES,3,3
14025,SUJCIL,3,3
14026,SASZOB,2,2
14027,YOPVAA,1,1
14028,MIVBEZ,2,2
14029,LAKPAP,2,2
14030,CINZOS,1,1
14031,ZEGREM,1,1
14032,RUQMAS,2,2
14033,XELDIE,3,3
14034,HEBHEC,1,1
14035,CEDSAI,3,3
14036,TOVTUV,2,2
14037,VIDDUH,3,3
14038,KASYOV,3,3
14039,FAWQOJ,1,1
14040,ZAJSEM,1,1
14041,PIWPOD,3,3
14042,VORTAX,2,2
14043,DOTROV,3,3
14044,FAPVIE,3,3
14045,BERVEA,1,1
14046,CEZLIF,3,3
14047,VOQFAK,2,2
14048,OHIRIG,2,2
14049,AMOJET,3,3
14050,LALNIV,3,3
14051,EKECOO,3,3
14052,XOCKOS,3,3
14053,NEHXAD,1,1
14054,WUBBEA,3,3
14055,XUTJIF,3,3
14056,UJEJEZ,1,1
14057,PIXTIZ,1,1
14058,WILBID,3,3
14059,WAZXAZ,3,3
14060,DUHKAT,3,3
14061,FIQJEY,1,1
14062,QETGIJ,1,1
14063,UMAXUE,1,1
14064,RIYYOP,3,3
14065,OBOHUK,3,3
14066,TULRIC,2,2
14067,ODEXEA,1,1
14068,TIGDAO,2,2
14069,KOYCIK,3,3
14070,ZUQRIP,1,1
14071,HEWDUJ,1,1
14072,UKEQIK,2,2
14073,HIFFOR,3,3
14074,WIZWIO,1,1
14075,RERHUR,1,1
14076,MAHYUQ,3,3
14077,NARTUW,2,2
14078,IBOFEL,3,3
14079,HIVNEJ,1,1
14080,BALJIL,1,1
14081,GIBYEX,3,3
14082,YONYOR,1,1
14083,HUFHOI,1,1
14084,DIVWUC,3,3
14085,PAWWEP,1,1
14086,OVODAF,2,2
14087,MIRQOT,3,3
14088,EFUDAL,1,1
14089,ICOGUD,2,2
14090,KIJHEQ,1,1
14091,WENWET,2,2
14092,XIVMOF,3,3
14093,PUFJEI,1,1
14094,EMONEZ,2,2
14095,LOVSAT,1,1
14096,BESJEO,1,1
14097,HICQAO,3,3
14098,XOZWUE,3,3
14099,KALTID,3,3
14100,HUHGIC,1,1
14101,HEFLOW,1,1
14102,CAQVOG,3,3
14103,RODKON,3,3
14104,BOLMIA,2,2
14105,QUGBUR,2,2
14106,YUMTIK,2,2
14107,POWQOI,2,2
14108,AFOWUN,2,2
14109,JIXVIV,2,2
14110,GAVDEN,1,1
14111,GUHZEO,3,3
14112,QAGVEB,3,3
14113,XATSEU,1,1
14114,SITVUN,3,3
14115,OBUVIR,1,1
14116,XEFNOO,3,3
14117,LEYRIQ,3,3
14118,ILUYUJ,3,3
14119,LENVUW,3,3
14120,MOPYIB,2,2
14121,LODZOV,3,3
14122,ELAPUD,1,1
14123,UMIVIW,2,2
14124,JUJHIF,3,3
14125,XUJFUE,2,2
14126,KAJNEQ,3,3
14127,KOHLUP,3,3
14128,NINJUP,2,2
14129,CISCUE,3,3
14130,QIGPEB,3,3
14131,LALTUO,2,2
14132,BELFII,3,3
14133,SUDBAU,2,2
14134,ZOZRAK,1,1
14135,BIZTUD,1,1
14136,QUCGUR,3,3
14137,VUCNAL,1,1
14138,PABLUC,1,1
14139,HOJVOT,2,2
14140,PALNOJ,1,1
14141,ISITEL,3,3
14142,NONVOB,1,1
14143,ASULOS,1,1
14144,NOMJAB,2,2
14145,PEGREY,1,1
14146,COLCEM,1,1
14147,HOTPIR,3,3
14148,NAYFEZ,2,2
14149,HIJQAT,1,1
14150,UHOMAG,3,3
14151,XAPXIY,3,3
14152,KAXNAY,1,1
14153,DAMVUI,3,3
14154,BIRRIH,1,1
14155,YATSEU,3,3
14156,BUTZUM,3,3
14157,PABWAQ,3,3
14158,PAVHUQ,1,1
14159,TAXSUI,2,2
14160,OHAYIH,3,3
14161,XONXEF,1,1
14162,ILAJUB,2,2
14163,PIJKOI,3,3
14164,SAFRIB,2,2
14165,FEGRAN,2,2
14166,YILPAO,1,1
14167,SUZXUG,3,3
14168,HEVJIC,2,2
14169,KISPIN,2,2
14170,QEKCER,3,3
14171,QUBXES,3,3
14172,QOSTOI,3,3
14173,CEBHEW,2,2
14174,KOZPAS,2,2
14175,VISXOL,3,3
14176,LIRVIR,1,1
14177,JEWGOI,2,2
14178,JOJHOH,3,3
14179,AQIFOX,2,2
14180,NOGXAJ,2,2
14181,ODCHRU,2,2
14182,WIYJOD,1,1
14183,WEKMUU,1,1
14184,WIZXOW,1,1
14185,YOCJEG,2,2
14186,KONXUI,3,3
14187,RIXLET,1,1
14188,WEPQAM,3,3
14189,QAMXUA,3,3
14190,DOXRAJ,1,1
14191,EADJEY,1,1
14192,VUTFIB,2,2
14193,QIFXUY,2,2
14194,NAZJON,1,1
14195,FUZSIE,3,3
14196,FEHVEX,1,1
14197,TICRUT,3,3
14198,ZUXZIB,1,1
14199,JEDSIY,1,1
14200,WAHLUP,1,1
14201,GAMZIE,2,2
14202,JEFLEL,2,2
14203,UCAHUE,3,3
14204,ZENFUT,3,3
14205,FIBQEQ,1,1
14206,ZUTKII,3,3
14207,HICHOQ,3,3
14208,XILGAB,3,3
14209,FAJCEZ,2,2
14210,BONREC,2,2
14211,FAVTAZ,1,1
14212,TASYAN,2,2
14213,RASBIW,1,1
14214,FICKIM,1,1
14215,YUGTUS,1,1
14216,KURJIR,3,3
14217,XOWGOH,3,3
14218,QOPSUL,2,2
14219,RUGKUC,1,1
14220,SEJYAJ,1,1
14221,XIYNOI,3,3
14222,KONZOE,2,2
14223,LUWYOR,1,1
14224,OVOJOB,1,1
14225,ZERDIJ,2,2
14226,MENZAH,3,3
14227,NENJOG,1,1
14228,LUTKOA,2,2
14229,TIYVUT,2,2
14230,YIJJOR,3,3
14231,REQPOS,2,2
14232,CUZHIO,2,2
14233,WAGSEC,3,3
14234,XUQCOC,2,2
14235,YICHUR,2,2
14236,FAHLOS,2,2
14237,BAKGUQ,2,2
14238,VILCAX,1,1
14239,JELGIR,2,2
14240,VUMBUA,1,1
14241,ALIMIU,1,1
14242,AWIHIZ,3,3
14243,HEDTES,3,3
14244,HIXQEK,3,3
14245,GOFVUS,2,2
14246,AJONAP,3,3
14247,PUGWOD,1,1
14248,YOCZAS,3,3
14249,KENQOM,3,3
14250,VUPMEY,1,1
14251,APICIN,2,2
14252,OBOBOY,3,3
14253,MAZSIT,1,1
14254,OCOBUE,3,3
14255,LAPXEJ,1,1
14256,LAJKEP,2,2
14257,METYEQ,2,2
14258,NOLPOV,3,3
14259,WUCGIN,1,1
14260,TAGTII,1,1
14261,FOTQUB,3,3
14262,FAJJOP,1,1
14263,FAVSEC,1,1
14264,CUWMIT,1,1
14265,TUKSAV,1,1
14266,ARODAP,1,1
14267,HENMUJ,3,3
14268,EBOMIU,3,3
14269,SISZAX,1,1
14270,GOPVOY,3,3
14271,ASAFAE,1,1
14272,IFODIR,2,2
14273,VAHLUP,1,1
14274,MOFBER,3,3
14275,KUVVED,3,3
14276,GIFHUZ,2,2
14277,YOLBUY,2,2
14278,LAMWUR,2,2
14279,TUWSEL,3,3
14280,FUYSUQ,1,1
14281,VURKEZ,1,1
14282,WIWCEK,1,1
14283,VUCBUS,3,3
14284,MAQPUQ,3,3
14285,VUKJES,1,1
14286,NOJMEE,2,2
14287,SEZXAX,3,3
14288,EJANUZ,3,3
14289,UZIVOR,1,1
14290,NUYYEL,3,3
14291,APRCOB,2,2
14292,HENQEA,1,1
14293,ZIQJAM,2,2
14294,ETOHIF,2,2
14295,PECNIX,3,3
14296,TUTJUN,1,1
14297,FINYIL,3,3
14298,LIVTOC,3,3
14299,ICUVOR,3,3
14300,RAXVUH,3,3
14301,QOBFIZ,3,3
14302,DILFOU,3,3
14303,FAYLUP,2,2
14304,DIXWUF,2,2
14305,TEXRIX,2,2
14306,POJKEG,3,3
14307,WAHNOK,2,2
14308,POBCUG,2,2
14309,DISZEO,1,1
14310,ZOYPEL,1,1
14311,FACHUP,3,3
14312,IFAVUG,1,1
14313,VONKEQ,3,3
14314,XACREY,1,1
14315,ROKJUZ,3,3
14316,SEWZEZ,3,3
14317,FETMUP,2,2
14318,ZEJQIS,1,1
14319,HOLBOZ,2,2
14320,GICBAX,2,2
14321,POYQOL,3,3
14322,LULPAK,1,1
14323,RIWXEA,2,2
14324,QIQLOT,3,3
14325,VEGYIT,1,1
14326,JOFYOT,3,3
14327,RATPUY,2,2
14328,RIWVEY,2,2
14329,BUWZEZ,3,3
14330,HOBNUK,1,1
14331,POZMOG,2,2
14332,FOKQAX,3,3
14333,BIJLUC,1,1
14334,KEMDEL,3,3
14335,ZOMCIP,3,3
14336,XUMDAK,3,3
14337,KEKNOE,1,1
14338,VUJYOQ,1,1
14339,UPEBOI,3,3
14340,UPAWIU,1,1
14341,NATDOD,1,1
14342,PEQNAD,2,2
14343,VUYCEZ,2,2
14344,JAYMOO,2,2
14345,DOHMET,1,1
14346,KUJQIS,1,1
14347,PIQKEF,1,1
14348,YARPIU,1,1
14349,SISJIO,3,3
14350,WULTAA,1,1
14351,CAWKIW,3,3
14352,JUCQIH,1,1
14353,PUBQAE,3,3
14354,IYEYIV,3,3
14355,KABZIY,2,2
14356,HOHNID,3,3
14357,ASOXEL,3,3
14358,SILMUX,2,2
14359,UHUYIG,3,3
14360,MORVOH,1,1
14361,LIDMIV,3,3
14362,YOVTEJ,2,2
14363,PCAZRU,2,2
14364,MOLPIN,1,1
14365,GEFQOX,1,1
14366,COKJAR,1,1
14367,TIRKOU,3,3
14368,FEHFOP,3,3
14369,FEQGOY,2,2
14370,ZEVVED,2,2
14371,LUQZAZ,2,2
14372,SATRAI,3,3
14373,EYIWUF,3,3
14374,HOQHOK,3,3
14375,MASMOK,2,2
14376,HICXEY,3,3
14377,CEFCEX,1,1
14378,XESNER,1,1
14379,RIYFAH,2,2
14380,VUFXIF,2,2
14381,BOTQOQ,3,3
14382,CIQKUI,3,3
14383,JUYRON,1,1
14384,UBIGUK,3,3
14385,XOQSAZ,2,2
14386,IFASEN,2,2
14387,GIDLAI,3,3
14388,HALVUP,1,1
14389,NIMTOW,1,1
14390,SIKZUK,2,2
14391,MEMXIL,3,3
14392,HEZPUZ,3,3
14393,QOBZUE,2,2
14394,BAWKIW,2,2
14395,EWUDAD,3,3
14396,KAZFAU,3,3
14397,EZAGES,2,2
14398,ISUZAY,1,1
14399,BICLUX,2,2
14400,NARGOG,1,1
14401,BISHIW,3,3
14402,KUHGOL,3,3
14403,ANAJOR,1,1
14404,ECIGUT,3,3
14405,WUJYOQ,3,3
14406,HASHEQ,1,1
14407,MURVIF,1,1
14408,RAPWAI,3,3
14409,DEKZIC,3,3
14410,SOWQIF,3,3
14411,NISKEG,3,3
14412,LATZOX,1,1
14413,PURPAW,1,1
14414,JUSPIZ,1,1
14415,SEBZOP,1,1
14416,YEWKER,3,3
14417,KEQCEO,2,2
14418,XUMTEH,1,1
14419,TELQAG,1,1
14420,YEHNAA,3,3
14421,XIYGIW,3,3
14422,BOGBOP,1,1
14423,ZELLOT,3,3
14424,YOBGEB,2,2
14425,YAQLEJ,1,1
14426,HAKMAK,2,2
14427,NIDCOV,3,3
14428,NEXFON,1,1
14429,FOZCEC,3,3
14430,ARIGOX,1,1
14431,VEPVIW,2,2
14432,ROSFUA,3,3
14433,XAXLEQ,2,2
14434,SOSTIF,3,3
14435,WIBCOA,3,3
14436,XOQTEC,3,3
14437,ZECVAE,1,1
14438,XESPOB,3,3
14439,HAHHAB,3,3
14440,BOHXAA,3,3
14441,NUGFAW,1,1
14442,NOPNOW,3,3
14443,FENROI,3,3
14444,YINFIL,3,3
14445,YOKWAZ,2,2
14446,IVOFIJ,3,3
14447,TULQUO,3,3
14448,NEYPUE,3,3
14449,RIPQAI,2,2
14450,MEKLIB,1,1
14451,BIBSEN,2,2
14452,HERHAN,2,2
14453,WAPWUF,3,3
14454,HISWIP,1,1
14455,CASPAO,2,2
14456,TEYFEK,3,3
14457,FIRBUG,3,3
14458,TARTAK,3,3
14459,UHILUT,1,1
14460,DUGPIE,1,1
14461,BOLMEU,2,2
14462,ATODEU,3,3
14463,ZUWYEY,1,1
14464,UJEGUM,2,2
14465,XAXBIJ,3,3
14466,BUBJEO,3,3
14467,XINXAT,2,2
14468,AGAYOX,2,2
14469,PEWJEI,1,1
14470,OYANIM,3,3
14471,YEXVOM,3,3
14472,ORUDOV,3,3
14473,MUJDON,1,1
14474,BENGAG,1,1
14475,SEWTEU,3,3
14476,BEWFAN,3,3
14477,KIPLIE,1,1
14478,ZUXZEA,1,1
14479,LALHIP,2,2
14480,BEXKOE,3,3
14481,JOFYAH,1,1
14482,BOXPIQ,1,1
14483,KEHRAR,1,1
14484,YOQCEN,3,3
14485,MIMDAO,2,2
14486,YOWGAT,3,3
14487,NAZMEK,1,1
14488,TEHSEI,1,1
14489,IXIXUJ,3,3
14490,GOQYUG,3,3
14491,RUCLAD,2,2
14492,FUNGAW,1,1
14493,PORNOA,3,3
14494,KATHOC,2,2
14495,KUJVOB,3,3
14496,WICGIZ,3,3
14497,LUPBUU,3,3
14498,NATCIU,1,1
14499,CARCEF,3,3
14500,WEVGUD,1,1
14501,MOWRUN,2,2
14502,UCOZES,2,2
14503,DOGRUP,2,2
14504,VIRKEN,3,3
14505,EXEFOF,1,1
14506,VERYAV,3,3
14507,BAPYUN,2,2
14508,PIKSUZ,2,2
14509,HIPLAV,2,2
14510,VOMKUF,2,2
14511,COKDOV,3,3
14512,SEZVAW,3,3
14513,XAHZEN,2,2
14514,OZOQOL,3,3
14515,TUSDUH,1,1
14516,MEGXUT,1,1
14517,HEPPIB,2,2
14518,YUBGAD,2,2
14519,QIJBIW,2,2
14520,BUJPIH,2,2
14521,HEBGOO,1,1
14522,MANWEE,1,1
14523,DORNAZ,1,1
14524,OCIJIT,1,1
14525,DALLUA,3,3
14526,GITDIY,3,3
14527,TULZEI,1,1
14528,SODPUW,3,3
14529,SOLXEW,1,1
14530,VUBXUL,2,2
14531,KIRTAI,1,1
14532,JUQXEB,1,1
14533,BAMXIZ,3,3
14534,LIHNUM,3,3
14535,ALAGOM,1,1
14536,MUDCIZ,2,2
14537,WICBUG,3,3
14538,JOJDUK,3,3
14539,GASROL,1,1
14540,JAWMOJ,2,2
14541,VARCIB,3,3
14542,FACJAW,3,3
14543,WAZYEE,3,3
14544,WAMVIR,1,1
14545,RETZUM,3,3
14546,BOKDOV,2,2
14547,QEZQOB,1,1
14548,QIFZAI,3,3
14549,LOPYEV,2,2
14550,QEYCOQ,1,1
14551,KIFWEB,3,3
14552,UHAJIX,3,3
14553,QOJNUY,3,3
14554,UMEWAK,2,2
14555,XIYNAU,1,1
14556,YEHGIC,3,3
14557,YIWPIH,1,1
14558,OFAXIC,3,3
14559,IPIRAB,3,3
14560,QELSOS,2,2
14561,AJIXUN,3,3
14562,JAWTAC,1,1
14563,OLEVIK,2,2
14564,TIWZOR,3,3
14565,HIMTEF,1,1
14566,XIYKIZ,3,3
14567,TIPXAR,2,2
14568,HADKIK,1,1
14569,FENNIX,1,1
14570,UKONOY,3,3
14571,IYUTII,1,1
14572,QICKUK,3,3
14573,UGIVAH,2,2
14574,ACEZAJ,3,3
14575,TUTMIF,2,2
14576,EJANOT,3,3
14577,EGITAP,2,2
14578,XOMQIA,2,2
14579,EBIRAL,2,2
14580,LEQDIX,2,2
14581,CLBUPD,3,3
14582,BAFBOD,1,1
14583,PAMZUC,1,1
14584,ZESWUR,3,3
14585,NARKOJ,2,2
14586,EFIMUE,3,3
14587,FOCRUL,3,3
14588,EMAROZ,2,2
14589,AROJUM,2,2
14590,UBOCET,3,3
14591,NUZYAI,3,3
14592,HENMOD,3,3
14593,WAYGEL,1,1
14594,RIGPUW,1,1
14595,NUGDOI,1,1
14596,GAJQAL,1,1
14597,ROKJOT,3,3
14598,YEJCEV,2,2
14599,HUXVUT,2,2
14600,JIJCOY,1,1
14601,KUVJOA,3,3
14602,WUWQOU,2,2
14603,JOFYUZ,3,3
14604,MALZAE,1,1
14605,UCIBEP,1,1
14606,JUCSEI,1,1
14607,YEYNOG,3,3
14608,TAMSIN,1,1
14609,QEFDEK,3,3
14610,CIYQOT,3,3
14611,EMOLEX,1,1
14612,CIZCOG,3,3
14613,WUTZAO,3,3
14614,FOHTUT,2,2
14615,JUVCEK,3,3
14616,SAVFIH,3,3
14617,FONRIJ,2,2
14618,TIRNER,1,1
14619,INOYEQ,3,3
14620,ALENOW,3,3
14621,ILAZIG,3,3
14622,CIMLAO,3,3
14623,HUXCOU,3,3
14624,HOPNEF,1,1
14625,ZACGOZ,3,3
14626,XOGCII,2,2
14627,LEXDIC,1,1
14628,SOCGAV,2,2
14629,CAFLAW,2,2
14630,NOKKAC,2,2
14631,KURFEK,2,2
14632,ENIGAM,1,1
14633,TURNIE,3,3
14634,UMIFUR,2,2
14635,QICYIL,1,1
14636,JOJJOJ,3,3
14637,ODIHUG,3,3
14638,GOYVUL,3,3
14639,LENQIH,3,3
14640,VESFEE,3,3
14641,NIRXUK,3,3
14642,SUBTAN,1,1
14643,ZIKBOK,2,2
14644,SEBHEM,2,2
14645,QEWVAP,2,2
14646,YUXHEG,3,3
14647,TOQBEH,3,3
14648,VIFJOL,3,3
14649,GEKZUU,3,3
14650,FAGSEN,1,1
14651,QEQREJ,3,3
14652,COQLOL,2,2
14653,QIPDEA,3,3
14654,SATGOM,3,3
14655,QOBTOS,3,3
14656,CNOFEA,1,1
