,index_in_df,id,size,cluster
722,2392,(w5-gp(w4-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp4-num1),11,233
723,3500,(w6-gp(w5-gp(w4-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp4-num1)-tp4-num1),12,233
724,1782,(w10-gp(w8-gp(w13-gp(w13-gp(w10-gp(w11-gp(w14-gp(w2-gp(w12-gp(w1-gp27-tp13-num1)-tp284-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp36-num1)-tp4-num1),11,234
725,3066,(w14-gp(w10-gp(w8-gp(w13-gp(w13-gp(w10-gp(w11-gp(w14-gp(w2-gp(w12-gp(w1-gp27-tp13-num1)-tp284-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp10-num1)-tp36-num1)-tp4-num1)-tp4-num1),12,234
726,419,(w12-gp(w15-gp(w1-gp(w15-gp(w1-gp(w8-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp36-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp13-num1)-tp13-num1)-tp10-num1),10,235
727,2120,(w15-gp(w7-gp(w15-gp(w13-gp(w2-gp(w1-gp(w8-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp36-num1)-tp13-num1)-tp10-num1)-tp21-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp36-num1),11,235
728,2450,(w6-gp(w3-gp(w15-gp(w10-gp(w2-gp(w1-gp(w8-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp36-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp10-num1)-tp36-num1),11,235
729,41,(w1-gp(w13-gp(w5-gp(w15-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp13-num1)-tp4-num2)-tp10-num1)-tp19-num1)-tp16-num1),10,236
730,1260,(w6-gp(w7-gp(w5-gp(w15-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp13-num1)-tp4-num2)-tp21-num1)-tp16-num1)-tp10-num1),10,236
731,817,(w2-gp(w6-gp(w4-gp(w15-gp(w1-gp(w8-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp36-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp10-num1),10,237
732,2248,(w3-gp(w2-gp(w6-gp(w4-gp(w15-gp(w1-gp(w8-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp36-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp10-num1)-tp4-num1),11,237
733,1060,(w4-gp(w6-gp(w10-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp4-num1),10,238
734,1654,(w1-gp(w4-gp(w11-gp(w12-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp40-num1)-tp13-num1)-tp10-num1)-tp1-num1)-tp4-num1),11,238
735,1798,(w11-gp(w1-gp(w6-gp(w9-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp1-num1)-tp10-num1),11,238
736,2212,(w2-gp(w8-gp(w11-gp(w12-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp40-num1)-tp13-num1)-tp1-num1)-tp10-num1)-tp4-num1),11,238
737,2583,(w8-gp(w3-gp(w6-gp(w3-gp(w8-gp(w9-gp(w14-gp(w6-gp(w12-gp(w1-gp27-tp13-num1)-tp4-num1)-tp77-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp21-num1)-tp10-num1)-tp1-num1)-tp10-num1),11,239
738,2868,(w10-gp(w8-gp(w3-gp(w6-gp(w3-gp(w8-gp(w9-gp(w14-gp(w6-gp(w12-gp(w1-gp27-tp13-num1)-tp4-num1)-tp77-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp21-num1)-tp10-num1)-tp1-num1)-tp10-num1)-tp4-num1),12,239
739,404,(w12-gp(w14-gp(w11-gp(w14-gp(w14-gp(w11-gp(w12-gp(w5-gp(w1-gp27-tp16-num1)-tp1085-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp4-num2),10,240
740,1118,(w5-gp(w14-gp(w11-gp(w6-gp(w11-gp(w2-gp(w6-gp(w12-gp(w1-gp27-tp13-num1)-tp4-num1)-tp1085-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp21-num1)-tp10-num1),10,240
741,2357,(w5-gp(w12-gp(w14-gp(w11-gp(w14-gp(w14-gp(w11-gp(w12-gp(w5-gp(w1-gp27-tp16-num1)-tp1085-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp4-num2)-tp4-num2),11,240
742,1924,(w12-gp(w7-gp(w1-gp(w4-gp(w1-gp(w7-gp(w3-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp1144-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num3)-tp4-num1),11,241
743,2933,(w11-gp(w9-gp(w7-gp(w1-gp(w4-gp(w1-gp(w7-gp(w3-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp1144-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp1-num1)-tp4-num2)-tp4-num1),12,241
744,595,(w14-gp(w13-gp(w11-gp(w15-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp10-num1),10,242
745,2744,(w1-gp(w2-gp(w12-gp(w3-gp(w8-gp(w10-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp10-num1)-tp64-num1)-tp4-num1),12,242
746,2518,(w7-gp(w6-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp21-num1)-tp10-num1)-tp4-num1),11,243
747,2725,(w1-gp(w13-gp(w1-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp1-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp4-num1),12,243
748,2861,(w10-gp(w5-gp(w4-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp1-num1)-tp4-num1),12,243
749,3282,(w3-gp(w12-gp(w15-gp(w9-gp(w10-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp1-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp4-num1),12,243
750,3444,(w5-gp(w7-gp(w6-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp21-num1)-tp10-num1)-tp1-num1)-tp4-num1),12,243
751,3459,(w6-gp(w10-gp(w5-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp1-num1)-tp10-num1)-tp10-num1)-tp4-num1),12,243
752,3516,(w7-gp(w1-gp(w4-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp1-num1)-tp10-num1)-tp4-num1),12,243
753,3519,(w7-gp(w1-gp(w8-gp(w9-gp(w10-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp1-num1)-tp10-num1)-tp21-num1)-tp10-num1)-tp10-num1)-tp4-num1),12,243
754,3545,(w7-gp(w14-gp(w6-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp21-num1)-tp1-num1)-tp10-num1)-tp4-num1),12,243
755,3560,(w7-gp(w4-gp(w7-gp(w7-gp(w10-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp1-num1)-tp21-num1)-tp10-num1)-tp10-num1)-tp10-num1)-tp4-num1),12,243
756,3685,(w9-gp(w3-gp(w6-gp(w15-gp(w2-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp1-num1)-tp21-num1)-tp10-num1)-tp10-num1)-tp4-num1),12,243
757,330,(w11-gp(w13-gp(w5-gp(w13-gp(w14-gp(w10-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp4405-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp7-num1),10,244
758,2635,(w9-gp(w11-gp(w13-gp(w5-gp(w13-gp(w14-gp(w10-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp4405-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp7-num1)-tp4-num1),11,244
759,2638,(w9-gp(w12-gp(w11-gp(w11-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp21-num1)-tp4-num1)-tp4-num1),11,245
760,3540,(w7-gp(w13-gp(w7-gp(w14-gp(w10-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp21-num1)-tp10-num1)-tp79-num1)-tp4-num1)-tp4-num1),12,245
761,441,(w12-gp(w7-gp(w10-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp4-num1),10,246
762,1275,(w6-gp(w8-gp(w8-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp13-num1)-tp4-num1),10,246
763,1995,(w13-gp(w7-gp(w10-gp(w10-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp10-num2)-tp4-num1),11,246
764,2623,(w9-gp(w1-gp(w6-gp(w10-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp4-num1)-tp10-num1),11,246
765,2812,(w10-gp(w11-gp(w5-gp(w3-gp(w7-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num2)-tp10-num1)-tp4-num1),12,247
766,2854,(w10-gp(w4-gp(w6-gp(w4-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num2)-tp10-num1)-tp4-num1),12,247
767,3051,(w13-gp(w8-gp(w2-gp(w6-gp(w15-gp(w13-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num2)-tp10-num1)-tp4-num1),12,247
768,952,(w3-gp(w8-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp4-num1),10,248
769,1564,(w9-gp(w4-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num1),10,248
770,1768,(w10-gp(w6-gp(w10-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp4-num1)-tp10-num1),11,248
771,2040,(w14-gp(w15-gp(w4-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp4-num2),11,248
772,2338,(w4-gp(w7-gp(w6-gp(w15-gp(w13-gp(w12-gp(w6-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp99-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp79-num1)-tp4-num1),11,248
773,103,(w1-gp(w6-gp(w10-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp4-num1),10,249
774,806,(w2-gp(w5-gp(w11-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp4-num1),10,249
775,1299,(w7-gp(w10-gp(w10-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp4-num1),10,249
776,2206,(w2-gp(w7-gp(w10-gp(w10-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp4-num1)-tp4-num1),11,249
777,2238,(w3-gp(w14-gp(w10-gp(w1-gp(w15-gp(w4-gp(w11-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp79-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp239-num1)-tp4-num1),11,250
778,2445,(w6-gp(w3-gp(w11-gp(w13-gp(w12-gp(w12-gp(w12-gp(w11-gp(w5-gp(w1-gp27-tp16-num1)-tp239-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp79-num1)-tp4-num1),11,250
779,3425,(w5-gp(w15-gp(w8-gp(w10-gp(w3-gp(w10-gp(w2-gp(w1-gp(w11-gp(w5-gp(w1-gp27-tp16-num1)-tp239-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp79-num1)-tp4-num2)-tp4-num2),12,250
780,487,(w13-gp(w12-gp(w5-gp(w15-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp13-num1)-tp4-num2)-tp13-num1)-tp284-num1)-tp10-num1),10,251
781,1122,(w5-gp(w14-gp(w8-gp(w10-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp13-num1)-tp284-num1)-tp4-num1),10,251
782,1851,(w11-gp(w6-gp(w7-gp(w9-gp(w10-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp284-num1)-tp10-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp64-num1),11,251
783,327,(w11-gp(w13-gp(w5-gp(w13-gp(w14-gp(w10-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp4405-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp1-num1),10,252
784,2556,(w8-gp(w11-gp(w13-gp(w5-gp(w13-gp(w14-gp(w10-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp4405-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp1-num1)-tp4-num2),11,252
785,3704,(w9-gp(w8-gp(w11-gp(w13-gp(w5-gp(w13-gp(w14-gp(w10-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp4405-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp1-num1)-tp4-num2)-tp4-num2),12,252
786,2239,(w3-gp(w14-gp(w12-gp(w11-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp4-num1)-tp4-num1),11,253
787,2712,(w1-gp(w10-gp(w10-gp(w10-gp(w10-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp4-num1)-tp10-num1)-tp4-num1)-tp4-num1),12,253
788,3083,(w14-gp(w3-gp(w3-gp(w14-gp(w11-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp21-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1),12,253
789,3391,(w4-gp(w7-gp(w1-gp(w5-gp(w11-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp16-num1)-tp10-num1)-tp4-num1)-tp4-num1),12,253
790,3597,(w8-gp(w11-gp(w14-gp(w12-gp(w11-gp(w6-gp(w7-gp(w7-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp6-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1),12,253
791,1,(w1-gp(w1-gp(w1-gp(w11-gp(w7-gp(w10-gp(w6-gp(w12-gp(w1-gp27-tp13-num1)-tp4-num1)-tp525-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1),10,254
792,96,(w1-gp(w5-gp(w13-gp(w11-gp(w7-gp(w10-gp(w6-gp(w12-gp(w1-gp27-tp13-num1)-tp4-num1)-tp525-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp21-num1)-tp13-num1)-tp10-num1),10,254
793,1791,(w10-gp(w9-gp(w6-gp(w11-gp(w15-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp4-num1),11,255
794,2837,(w10-gp(w2-gp(w12-gp(w3-gp(w8-gp(w10-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1),12,255
795,3097,(w14-gp(w7-gp(w11-gp(w10-gp(w14-gp(w1-gp(w10-gp(w4-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp284-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp10-num2)-tp4-num1)-tp64-num1),12,255
796,3197,(w2-gp(w1-gp(w2-gp(w2-gp(w4-gp(w10-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp10-num1)-tp21-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1),12,255
797,3240,(w2-gp(w4-gp(w14-gp(w15-gp(w1-gp(w15-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp21-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1),12,255
798,3484,(w6-gp(w3-gp(w10-gp(w2-gp(w4-gp(w15-gp(w3-gp(w10-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp64-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp13-num1)-tp10-num1)-tp4-num1)-tp4-num1),12,255
799,28,(w1-gp(w12-gp(w11-gp(w15-gp(w9-gp(w6-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp55-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp10-num1)-tp4-num1),10,256
800,2221,(w3-gp(w1-gp(w12-gp(w11-gp(w15-gp(w9-gp(w6-gp(w13-gp(w5-gp(w1-gp27-tp16-num1)-tp16-num1)-tp55-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp13-num1)-tp10-num1)-tp1-num1)-tp4-num1),11,256
801,18,(w1-gp(w10-gp(w7-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp40-num1)-tp4-num1),10,257
802,728,(w15-gp(w8-gp(w7-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp40-num1)-tp10-num1)-tp4-num1),10,257
803,1310,(w7-gp(w11-gp(w12-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp40-num1)-tp13-num1)-tp13-num1)-tp4-num1),10,257
804,1445,(w8-gp(w2-gp(w14-gp(w4-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp13-num1)-tp4-num2)-tp40-num1)-tp13-num1)-tp10-num1),10,257
805,1586,(w9-gp(w7-gp(w13-gp(w14-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp40-num1)-tp10-num1)-tp13-num1)-tp13-num1)-tp4-num1),10,257
806,2292,(w4-gp(w10-gp(w4-gp(w9-gp(w6-gp(w6-gp(w9-gp(w10-gp(w12-gp(w1-gp27-tp13-num1)-tp10-num1)-tp1-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp13-num1)-tp40-num1)-tp1-num1)-tp4-num1),11,257
807,544,(w14-gp(w1-gp(w3-gp(w12-gp(w12-gp(w1-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp4-num1)-tp40-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp10-num1),10,258
808,2174,(w2-gp(w14-gp(w1-gp(w3-gp(w12-gp(w12-gp(w1-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp4-num1)-tp40-num1)-tp13-num1)-tp10-num1)-tp13-num1)-tp10-num1)-tp10-num1)-tp1-num1)-tp10-num1),11,258
809,532,(w13-gp(w7-gp(w7-gp(w14-gp(w9-gp(w2-gp(w12-gp(w5-gp(w1-gp27-tp16-num1)-tp961-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp13-num1)-tp13-num1)-tp4-num1)-tp10-num1),10,259
810,763,(w2-gp(w13-gp(w14-gp(w14-gp(w15-gp(w10-gp(w12-gp(w5-gp(w1-gp27-tp16-num1)-tp961-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num1),10,259
811,2374,(w5-gp(w2-gp(w13-gp(w14-gp(w14-gp(w15-gp(w10-gp(w12-gp(w5-gp(w1-gp27-tp16-num1)-tp961-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp10-num1)-tp4-num3)-tp4-num1),11,259
812,2048,(w14-gp(w3-gp(w10-gp(w12-gp(w11-gp(w11-gp(w2-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp525-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp1-num1)-tp4-num1),11,260
813,3299,(w3-gp(w14-gp(w3-gp(w10-gp(w12-gp(w11-gp(w11-gp(w2-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp525-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp1-num1)-tp4-num1)-tp4-num2),12,260
814,3422,(w5-gp(w14-gp(w3-gp(w10-gp(w12-gp(w11-gp(w11-gp(w2-gp(w1-gp(w5-gp(w1-gp27-tp16-num1)-tp525-num1)-tp16-num1)-tp13-num1)-tp13-num1)-tp13-num1)-tp21-num1)-tp10-num1)-tp1-num1)-tp4-num2)-tp4-num1),12,260
